timestamp,AGC,CN0,RSSI,jammed,device,band,env,is_synth,lat,lon,h_m,building_density,local_signal_variance,AGC_diff,CN0_diff,AGC_rolling_mean,AGC_rolling_std,CN0_rolling_mean,CN0_rolling_std,AGC_CN0_product
2025-07-30T08:47:25Z,-12.28665609,43.725,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,9.129753259,0,0.025,-12.28665609,0,43.73833333,0.043938088,-537.2340375
2025-07-30T08:47:26Z,-12.28665609,43.8,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.57040768,0,0.075,-12.28665609,0,43.73833333,0.043938088,-538.1555367
2025-07-30T08:47:27Z,-12.28665609,43.8,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.41994972,0,0,-12.28665609,0,43.745,0.051234754,-538.1555367
2025-07-30T08:47:28Z,-12.28665609,43.84,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,11.42742001,0,0.04,-12.28665609,0,43.773,0.058266629,-538.647003
2025-07-30T08:47:29Z,-12.28665609,43.74,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.17006991,0,-0.1,-12.28665609,0,43.781,0.04748684,-537.4183374
2025-07-30T08:47:30Z,-12.28665609,43.68333333,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,9.549290616,0,-0.05666667,-12.28665609,0,43.77266667,0.061391278,-536.7220935
2025-07-30T08:47:31Z,-12.28665609,43.68,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,6.232199928,0,-0.00333333,-12.28665609,0,43.74866667,0.070773505,-536.681138
2025-07-30T08:47:32Z,-12.28665609,43.66,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,12.23359921,0,-0.02,-12.28665609,0,43.72066667,0.073044888,-536.4354049
2025-07-30T08:47:33Z,-12.28665609,43.62,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.68828124,0,-0.04,-12.28665609,0,43.67666667,0.043461349,-535.9439386
2025-07-30T08:47:34Z,-12.28665609,43.54,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,8.32285818,0,-0.08,-12.28665609,0,43.63666667,0.059628479,-534.9610062
2025-07-30T08:47:35Z,-12.28665609,43.48,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,4.479764903,0,-0.06,-12.28665609,0,43.596,0.084142736,-534.2238068
2025-07-30T08:47:36Z,-12.28665609,43.6,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,16.60754189,0,0.12,-12.28665609,0,43.58,0.070710678,-535.6982055
2025-07-30T08:47:37Z,-12.28665609,43.6,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,15.5823637,0,0,-12.28665609,0,43.568,0.057619441,-535.6982055
2025-07-30T08:47:38Z,-12.28665609,43.58333333,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,15.64607106,0,-0.01666667,-12.28665609,0,43.56066667,0.051337662,-535.4934279
2025-07-30T08:47:39Z,-12.28665609,43.58,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,11.88214534,0,-0.00333333,-12.28665609,0,43.56866667,0.050420454,-535.4524724
2025-07-30T08:47:40Z,-12.28665609,43.46,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,3.813883747,0,-0.12,-12.28665609,0,43.56466667,0.059235875,-533.9780737
2025-07-30T08:47:41Z,-12.28665609,41.75,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,7.667925175,0,-1.71,-12.28665609,0,43.19466667,0.809521806,-512.9678918
2025-07-30T08:47:42Z,-12.28665609,39.54545455,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,5.770365482,0,-2.20454545,-12.28665609,0,42.38375758,1.766768831,-485.8814
2025-07-30T08:47:43Z,-12.28665609,39.54545455,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,9.601249711,0,0,-12.28665609,0,41.57618182,1.990099086,-485.8814
2025-07-30T08:47:44Z,-12.28665609,38.19298246,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,8.85744868,0,-1.35247209,-12.28665609,0,40.49877831,2.08978088,-469.2640405
2025-07-30T08:47:45Z,-12.28665609,39.58181818,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,15.00154087,0,1.38883572,-12.28665609,0,39.72314195,1.277953408,-486.3281874
2025-07-30T08:47:46Z,-12.28665609,38.98484848,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,12.172327,0,-0.5969697,-12.28665609,0,39.17011164,0.600077234,-478.993426
2025-07-30T08:47:47Z,-12.28665609,38.36363636,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,12.25568157,0,-0.62121212,-12.28665609,0,38.93374801,0.646249176,-471.3608063
2025-07-30T08:47:48Z,-12.28665609,40.04918033,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,9.126358548,0,1.68554397,-12.28665609,0,39.03449316,0.788956341,-492.0705054
2025-07-30T08:47:49Z,-12.28665609,40.65,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,8.52741092,0,0.60081967,-12.28665609,0,39.52589667,0.892208422,-499.4525701
2025-07-30T08:47:50Z,-12.28665609,40.8,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,7.071918737,0,0.15,-12.28665609,0,39.76953303,1.061551007,-501.2955685
2025-07-30T08:47:51Z,-12.28665609,40.8,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,6.732020556,0,0,-12.28665609,0,40.13256334,1.036187661,-501.2955685
2025-07-30T08:47:52Z,-12.28665609,40.91666667,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,9.086739363,0,0.11666667,-12.28665609,0,40.6431694,0.345276014,-502.7290117
2025-07-30T08:47:53Z,-12.28665609,41,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,12.50287228,0,0.08333333,-12.28665609,0,40.83333333,0.132811479,-503.7528997
2025-07-30T08:47:54Z,-12.28665609,41.08333333,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,11.5482351,0,0.08333333,-12.28665609,0,40.92,0.124387387,-504.7767877
2025-07-30T08:47:55Z,-12.28665609,41.4,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,25.13403889,0,0.31666667,-12.28665609,0,41.04,0.226874904,-508.6675621
2025-07-30T08:47:56Z,-12.28665609,41.66666667,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,21.77353457,0,0.26666667,-12.28665609,0,41.21333333,0.312561106,-511.9440038
2025-07-30T08:47:57Z,-12.28665609,41.6,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.22899976,0,-0.06666667,-12.28665609,0,41.35,0.299536681,-511.1248933
2025-07-30T08:47:58Z,-12.28665609,41.6,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,10.17655909,0,0,-12.28665609,0,41.47,0.238164278,-511.1248933
2025-07-30T08:47:59Z,-12.28665609,41.68,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,3.884671891,0,0.08,-12.28665609,0,41.58933333,0.112111057,-512.1078258
2025-07-30T08:48:00Z,-12.28665609,41.7,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,3.056558946,0,0.02,-12.28665609,0,41.64933333,0.046571332,-512.353559
2025-07-30T08:48:01Z,-12.28665609,41.56,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,3.994979927,0,-0.14,-12.28665609,0,41.628,0.059329588,-510.6334271
2025-07-30T08:48:02Z,-12.28665609,41.51666667,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,4.462019293,0,-0.04333333,-12.28665609,0,41.61133333,0.077945849,-510.1010054
2025-07-30T08:48:03Z,-12.28665609,41.525,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,5.716567216,0,0.00833333,-12.28665609,0,41.59633333,0.087324426,-510.2033941
2025-07-30T08:48:04Z,-12.28665609,41.4,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,3.397715744,0,-0.125,-12.28665609,0,41.54033333,0.107667182,-508.6675621
2025-07-30T08:48:05Z,-12.28665609,41.4,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,6.172572292,0,0,-12.28665609,0,41.48033333,0.075114727,-508.6675621
2025-07-30T08:48:06Z,-12.28665609,41.45,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,8.73666453,0,0.05,-12.28665609,0,41.45833333,0.060667583,-509.2818949
2025-07-30T08:48:07Z,-12.28665609,41.5,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,8.036077668,0,0.05,-12.28665609,0,41.455,0.057008771,-509.8962277
2025-07-30T08:48:08Z,-12.28665609,41.48,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,7.548481287,0,-0.02,-12.28665609,0,41.446,0.045607017,-509.6504946
2025-07-30T08:48:09Z,-12.28665609,41.48,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,5.503868259,0,0,-12.28665609,0,41.462,0.038987177,-509.6504946
2025-07-30T08:48:10Z,-12.28665609,41.56,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,5.424498595,0,0.08,-12.28665609,0,41.494,0.040987803,-510.6334271
2025-07-30T08:48:11Z,-12.28665609,41.58,-85,0,ublox_wired,L1,lab_wired,0,45.064892,7.65855536,310.497,1018.591636,5.388093938,0,0.02,-12.28665609,0,41.52,0.046904158,-510.8791602
